college,department,name,role,profile,namelast,namefirst,identifier1,identifier2
"College of Engineering, Mathematics and Physical Sciences",Engineering,Professor Gavin Tabor,Professor of Computational Fluid Dynamics,https://emps.exeter.ac.uk/engineering/staff/grtabor,Tabor,Gavin,"Tabor, G","Tabor, Gavin"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Dr Mi Tian,Lecturer,https://emps.exeter.ac.uk/engineering/staff/mt622,Tian,Mi,"Tian, M","Tian, Mi"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Dr Raffaele Vinai,Senior Lecturer in Civil Engineering,https://emps.exeter.ac.uk/engineering/staff/rv261,Vinai,Raffaele,"Vinai, R","Vinai, Raffaele"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Dr Khurram Wadee,Senior Lecturer,https://emps.exeter.ac.uk/engineering/staff/mkwadee,Wadee,Khurram,"Wadee, K","Wadee, Khurram"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Dr Charlie Wand,Lecturer in Natural Sciences,https://emps.exeter.ac.uk/engineering/staff/cw947,Wand,Charlie,"Wand, C","Wand, Charlie"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Dr Dong Wang,Lecturer in Engineering & Entrepreneurship,https://emps.exeter.ac.uk/engineering/staff/dw562,Wang,Dong,"Wang, D","Wang, Dong"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Professor Zhongdong Wang,Pro-Vice-Chancellor and Executive Dean,https://emps.exeter.ac.uk/engineering/staff/zw336,Wang,Zhongdong,"Wang, Z","Wang, Zhongdong"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Dr Chuang Wen,Lecturer in Computational Engineering (E&R),https://emps.exeter.ac.uk/engineering/staff/cw893,Wen,Chuang,"Wen, C","Wen, Chuang"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Professor C. David Wright,Professor of Electronic Engineering - Head Nano-Engineering Science and Technology Group - Co-Director EPSRC CDT in Metamaterials - Co-Director Centre for Metamaterials Research & Innovation,https://emps.exeter.ac.uk/engineering/staff/dwright0,Wright,C.,"Wright, C","Wright, C."
"College of Engineering, Mathematics and Physical Sciences",Engineering,Dr Yongde Xia,Senior Lecturer in Functional Materials,https://emps.exeter.ac.uk/engineering/staff/yx236,Xia,Yongde,"Xia, Y","Xia, Yongde"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Professor Philippe Young,Synopsys Chair of Computational Mechanics,https://emps.exeter.ac.uk/engineering/staff/pgyoung,Young,Philippe,"Young, P","Young, Philippe"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Dr Baris Yuce,Lecturer in Engineering Management (E&R),https://emps.exeter.ac.uk/engineering/staff/by235,Yuce,Baris,"Yuce, B","Yuce, Baris"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Professor David Zhang,Professor of Manufacturing Systems,https://emps.exeter.ac.uk/engineering/staff/dzzhang,Zhang,David,"Zhang, D","Zhang, David"
"College of Engineering, Mathematics and Physical Sciences",Engineering, Shaowei Zhang,Professor,https://emps.exeter.ac.uk/engineering/staff/sz268,Zhang,Shaowei,"Zhang, S","Zhang, Shaowei"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Dr Shuya Zhong,Lecturer in Engineering Management,https://emps.exeter.ac.uk/engineering/staff/sz411,Zhong,Shuya,"Zhong, S","Zhong, Shuya"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Professor Yanqiu Zhu,Chair of Functional Materials,https://emps.exeter.ac.uk/engineering/staff/yz329,Zhu,Yanqiu,"Zhu, Y","Zhu, Yanqiu"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Professor Meiling Zhu,Chair in Mechanical Engineering,https://emps.exeter.ac.uk/engineering/staff/mz278,Zhu,Meiling,"Zhu, M","Zhu, Meiling"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Dr Dibin Zhu,Senior Lecturer in Energy Harvesting and Power Management,https://emps.exeter.ac.uk/engineering/staff/dz239,Zhu,Dibin,"Zhu, D","Zhu, Dibin"
"College of Engineering, Mathematics and Physical Sciences",Engineering,Professor Stana Zivanovic,Associate Professor (E&R),https://emps.exeter.ac.uk/engineering/staff/sz364,Zivanovic,Stana,"Zivanovic, S","Zivanovic, Stana"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Ozgur Akman,Associate Professor of Mathematics,https://emps.exeter.ac.uk/mathematics/staff/oea201,Akman,Ozgur,"Akman, O","Akman, Ozgur"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Hamid  Alemi Ardakani,Lecturer in Mathematics,https://emps.exeter.ac.uk/mathematics/staff/ha397,Ardakani,Hamid,"Ardakani, H","Ardakani, Hamid"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Demi Allen,Lecturer in Pure Mathematics,https://emps.exeter.ac.uk/mathematics/staff/dda201,Allen,Demi,"Allen, D","Allen, Demi"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Julio  Andrade,Associate Professor,https://emps.exeter.ac.uk/mathematics/staff/jb847,Andrade,Julio,"Andrade, J","Andrade, Julio"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Arthur Argles,Postdoctoral Research Associate,https://emps.exeter.ac.uk/mathematics/staff/aa1035,Argles,Arthur,"Argles, A","Argles, Arthur"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Peter Ashwin,Professor,https://emps.exeter.ac.uk/mathematics/staff/pashwin,Ashwin,Peter,"Ashwin, P","Ashwin, Peter"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Mark P. Baldwin,Professor of Climate Science,https://emps.exeter.ac.uk/mathematics/staff/mb482,Baldwin,Mark,"Baldwin, M","Baldwin, Mark"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Bob Beare,Associate Professor Mathematics,https://emps.exeter.ac.uk/mathematics/staff/rjb215,Beare,Bob,"Beare, B","Beare, Bob"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Mitchell Berger,Professor,https://emps.exeter.ac.uk/mathematics/staff/mab215,Berger,Mitchell,"Berger, M","Berger, Mitchell"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Vadim N Biktashev,Professor,https://emps.exeter.ac.uk/mathematics/staff/vb262,Biktashev,Vadim,"Biktashev, V","Biktashev, Vadim"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Niklas Boers,Senior Lecturer in Mathematics (E&R)- Global S,https://emps.exeter.ac.uk/mathematics/staff/nfb205,Boers,Niklas,"Boers, N","Boers, Niklas"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Roman Borisyuk,Professor in Mathematics,https://emps.exeter.ac.uk/mathematics/staff/rmb230,Borisyuk,Roman,"Borisyuk, R","Borisyuk, Roman"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr John Bruun,Lecturer in Mathematics (E & S),https://emps.exeter.ac.uk/mathematics/staff/jb1033,Bruun,John,"Bruun, J","Bruun, John"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Nigel Byott,Associate Professor of Pure Mathematics,https://emps.exeter.ac.uk/mathematics/staff/NPByott,Byott,Nigel,"Byott, N","Byott, Nigel"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Mark Callaway,Senior Lecturer in Mathematics,https://emps.exeter.ac.uk/mathematics/staff/mc674,Callaway,Mark,"Callaway, M","Callaway, Mark"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Jennifer Catto,Senior Lecturer (E&R),https://emps.exeter.ac.uk/mathematics/staff/jc914,Catto,Jennifer,"Catto, J","Catto, Jennifer"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Robin Chadwick,Lecturer (E&R) (GSI),https://emps.exeter.ac.uk/mathematics/staff/rsc216,Chadwick,Robin,"Chadwick, R","Chadwick, Robin"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Peter  Challenor,Professor,https://emps.exeter.ac.uk/mathematics/staff/pgc202,Challenor,Peter,"Challenor, P","Challenor, Peter"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Ilaria Colazzo,Postdoctoral Research Fellow,https://emps.exeter.ac.uk/mathematics/staff/ic353,Colazzo,Ilaria,"Colazzo, I","Colazzo, Ilaria"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Mat Collins,Professor of Climate Change,https://emps.exeter.ac.uk/mathematics/staff/mc369,Collins,Mat,"Collins, M","Collins, Mat"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Barrie Cooper,Director of Digitally Enhanced Learning,https://emps.exeter.ac.uk/mathematics/staff/bc238,Cooper,Barrie,"Cooper, B","Cooper, Barrie"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Peter Cox,Professor - Climate System Dynamics,https://emps.exeter.ac.uk/mathematics/staff/pmc205,Cox,Peter,"Cox, P","Cox, Peter"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Jen Creaser,MRC Research Fellow ,https://emps.exeter.ac.uk/mathematics/staff/jc833,Creaser,Jen,"Creaser, J","Creaser, Jen"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Saptarshi Das,Senior Lecturer in Mathematics (E&R),https://emps.exeter.ac.uk/mathematics/staff/sd565,Das,Saptarshi,"Das, S","Das, Saptarshi"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Dorottya Fekete,Lecturer in Data Science and Statistics,https://emps.exeter.ac.uk/mathematics/staff/df371,Fekete,Dorottya,"Fekete, D","Fekete, Dorottya"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Christopher Ferro,Senior Lecturer in Statistics,https://emps.exeter.ac.uk/mathematics/staff/catf201,Ferro,Christopher,"Ferro, C","Ferro, Christopher"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Claire Foullon,Senior Lecturer,https://emps.exeter.ac.uk/mathematics/staff/cf337,Foullon,Claire,"Foullon, C","Foullon, Claire"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Pierre Friedlingstein,"Chair, Mathematical Modelling of Climate Systems",https://emps.exeter.ac.uk/mathematics/staff/pf229,Friedlingstein,Pierre,"Friedlingstein, P","Friedlingstein, Pierre"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Andrew Gilbert,Professor,https://emps.exeter.ac.uk/mathematics/staff/adgilber,Gilbert,Andrew,"Gilbert, A","Gilbert, Andrew"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Marc Goodfellow,Senior Lecturer,https://emps.exeter.ac.uk/mathematics/staff/mg401,Goodfellow,Marc,"Goodfellow, M","Goodfellow, Marc"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Oli Gregory,Research Fellow,https://emps.exeter.ac.uk/mathematics/staff/obg201,Gregory,Oli,"Gregory, O","Gregory, Oli"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Layal Hakim,Senior Lecturer in Mathematics (E&S),https://emps.exeter.ac.uk/mathematics/staff/lh583,Hakim,Layal,"Hakim, L","Hakim, Layal"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Anna Harper,"Senior Lecturer, Climate Science",https://emps.exeter.ac.uk/mathematics/staff/ah431,Harper,Anna,"Harper, A","Harper, Anna"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Jim Haywood,Professor of Atmospheric Science,https://emps.exeter.ac.uk/mathematics/staff/jmh232,Haywood,Jim,"Haywood, J","Haywood, Jim"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Jacqueline Herbert,Teaching Assistant,https://emps.exeter.ac.uk/mathematics/staff/jch214,Herbert,Jacqueline,"Herbert, J","Herbert, Jacqueline"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Andrew Hillier,Associate Professor,https://emps.exeter.ac.uk/mathematics/staff/ash215,Hillier,Andrew,"Hillier, A","Hillier, Andrew"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Mark Holland,Associate Professor,https://emps.exeter.ac.uk/mathematics/staff/mph204,Holland,Mark,"Holland, M","Holland, Mark"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Tim Hughes,Lecturer in Mathematics,https://emps.exeter.ac.uk/mathematics/staff/thh206,Hughes,Tim,"Hughes, T","Hughes, Tim"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Henri Johnston,Associate Professor ,https://emps.exeter.ac.uk/mathematics/staff/hj241,Johnston,Henri,"Johnston, H","Johnston, Henri"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Tim Jupp,Senior Lecturer,https://emps.exeter.ac.uk/mathematics/staff/tej202,Jupp,Tim,"Jupp, T","Jupp, Tim"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Mark Kelson,Associate Professor of Statistics for Health,https://emps.exeter.ac.uk/mathematics/staff/mjk223,Kelson,Mark,"Kelson, M","Kelson, Mark"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Frank Kwasniok,Senior Lecturer,https://emps.exeter.ac.uk/mathematics/staff/fk206,Kwasniok,Frank,"Kwasniok, F","Kwasniok, Frank"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor F Hugo Lambert,Associate Professor,https://emps.exeter.ac.uk/mathematics/staff/fhl202,Lambert,F,"Lambert, F","Lambert, F"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Ben Lambert,Senior Lecturer,https://emps.exeter.ac.uk/mathematics/staff/bcl206,Lambert,Ben,"Lambert, B","Lambert, Ben"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Andreas Langer,Professor,https://emps.exeter.ac.uk/mathematics/staff/al221,Langer,Andreas,"Langer, A","Langer, Andreas"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Christopher Lazda,Lecturer in Mathematics,https://emps.exeter.ac.uk/mathematics/staff/cdl209,Lazda,Christopher,"Lazda, C","Lazda, Christopher"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Stephen J. Maher,Lecturer,https://emps.exeter.ac.uk/mathematics/staff/sjm260,Maher,Stephen,"Maher, S","Maher, Stephen"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Gihan Marasingha,"Director of Education, Senior Lecturer (E&S)",https://emps.exeter.ac.uk/mathematics/staff/gm299,Marasingha,Gihan,"Marasingha, G","Marasingha, Gihan"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Joanne Mason,Senior Lecturer,https://emps.exeter.ac.uk/mathematics/staff/jm511,Mason,Joanne,"Mason, J","Mason, Joanne"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Doug McNeall, Lecturer in Global Systems,https://emps.exeter.ac.uk/mathematics/staff/dm653,McNeall,Doug,"McNeall, D","McNeall, Doug"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Houry Melkonian,Senior Lecturer in Mathematics ,https://emps.exeter.ac.uk/mathematics/staff/hm504,Melkonian,Houry,"Melkonian, H","Melkonian, Houry"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Markus Mueller,Senior Lecturer in Applied Mathematics,https://emps.exeter.ac.uk/mathematics/staff/mm411,Mueller,Markus,"Mueller, M","Mueller, Markus"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr Daniel Partridge,Senior Lecturer in Atmospheric Science (E&R),https://emps.exeter.ac.uk/mathematics/staff/dp410,Partridge,Daniel,"Partridge, D","Partridge, Daniel"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr James Rankin,Senior Lecturer,https://emps.exeter.ac.uk/mathematics/staff/jar226,Rankin,James,"Rankin, J","Rankin, James"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Ana  Rodrigues,Associate Professor (Education and Research),https://emps.exeter.ac.uk/mathematics/staff/ar409,Rodrigues,Ana,"Rodrigues, A","Rodrigues, Ana"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Mohamed Saidi,Professor of Pure Mathematics,https://emps.exeter.ac.uk/mathematics/staff/ms220,Saidi,Mohamed,"Saidi, M","Saidi, Mohamed"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Dr James  Salter,Lecturer,https://emps.exeter.ac.uk/mathematics/staff/jms245,Salter,James,"Salter, J","Salter, James"
"College of Engineering, Mathematics and Physical Sciences",Mathematics,Professor Adam Scaife,Professor,https://emps.exeter.ac.uk/mathematics/staff/aas224,Scaife,Adam,"Scaife, A","Scaife, Adam"
